p1,p2,R,G,B
34,144,255,255,255
144,33,255,255,255
33,64,255,255,255
64,24,255,255,255
24,115,255,255,255
115,39,255,255,255
39,74,255,255,255
74,37,255,255,255
37,66,255,255,255
66,99,255,255,255
99,47,255,255,255
47,118,255,255,255
118,11,255,255,255
11,109,255,255,255
109,15,255,255,255
15,47,255,255,255
47,142,255,255,255
142,56,255,255,255
56,28,255,255,255
28,124,255,255,255
124,89,255,255,255
89,125,255,255,255
125,86,255,255,255
86,123,255,255,255
123,90,255,255,255
90,144,255,255,255
144,32,255,255,255
32,149,255,255,255
149,44,255,255,255
44,139,255,255,255
139,42,255,255,255
42,77,255,255,255
77,41,255,255,255
41,117,255,255,255
117,1,255,255,255
1,32,255,255,255
32,95,255,255,255
95,34,255,255,255
34,3,255,255,255
3,55,255,255,255
55,30,255,255,255
30,137,255,255,255
137,90,255,255,255
90,143,255,255,255
143,48,255,255,255
48,8,255,255,255
8,44,255,255,255
44,10,255,255,255
10,112,255,255,255
112,12,255,255,255
12,117,255,255,255
117,37,255,255,255
37,71,255,255,255
71,35,255,255,255
35,0,255,255,255
0,46,255,255,255
46,118,255,255,255
118,17,255,255,255
17,113,255,255,255
113,15,255,255,255
15,121,255,255,255
121,21,255,255,255
21,116,255,255,255
116,2,255,255,255
2,51,255,255,255
51,100,255,255,255
100,50,255,255,255
50,25,255,255,255
25,67,255,255,255
67,103,255,255,255
103,66,255,255,255
66,23,255,255,255
23,131,255,255,255
131,30,255,255,255
30,63,255,255,255
63,27,255,255,255
27,67,255,255,255
67,31,255,255,255
31,133,255,255,255
133,27,255,255,255
27,63,255,255,255
63,26,255,255,255
26,51,255,255,255
51,4,255,255,255
4,43,255,255,255
43,2,255,255,255
2,56,255,255,255
56,17,255,255,255
17,51,255,255,255
51,120,255,255,255
120,23,255,255,255
23,59,255,255,255
59,10,255,255,255
10,54,255,255,255
54,147,255,255,255
147,52,255,255,255
52,24,255,255,255
24,116,255,255,255
