p1,p2,R,G,B
175,207,0,166,86
57,175,0,166,86
13,57,0,166,86
225,13,0,166,86
197,225,0,166,86
56,197,0,166,86
93,56,0,166,86
142,93,0,166,86
107,142,0,166,86
219,107,0,166,86
11,219,0,166,86
101,11,0,166,86
124,101,0,166,86
6,124,0,166,86
58,6,0,166,86
91,58,0,166,86
234,91,0,166,86
184,234,0,166,86
135,184,0,166,86
164,135,0,166,86
93,164,0,166,86
27,93,0,166,86
248,27,0,166,86
179,248,0,166,86
200,179,0,166,86
227,200,0,166,86
3,227,0,166,86
176,3,0,166,86
144,176,0,166,86
228,144,0,166,86
248,228,0,166,86
25,248,0,166,86
235,25,0,166,86
89,235,0,166,86
202,89,0,166,86
178,202,0,166,86
217,178,0,166,86
155,217,0,166,86
101,155,0,166,86
74,101,0,166,86
37,74,0,166,86
85,37,0,166,86
61,85,0,166,86
136,61,0,166,86
113,136,0,166,86
133,113,0,166,86
96,133,0,166,86
139,96,0,166,86
168,139,0,166,86
194,168,0,166,86
158,194,0,166,86
123,158,0,166,86
103,123,0,166,86
72,103,0,166,86
29,72,0,166,86
245,29,0,166,86
188,245,0,166,86
163,188,0,166,86
94,163,0,166,86
9,94,0,166,86
221,9,0,166,86
42,221,0,166,86
218,42,0,166,86
110,218,0,166,86
205,110,0,166,86
177,205,0,166,86
11,177,0,166,86
155,11,0,166,86
223,155,0,166,86
190,223,0,166,86
216,190,0,166,86
156,216,0,166,86
99,156,0,166,86
130,99,0,166,86
51,130,0,166,86
21,51,0,166,86
49,21,0,166,86
220,49,0,166,86
47,220,0,166,86
71,47,0,166,86
121,71,0,166,86
62,121,0,166,86
105,62,0,166,86
131,105,0,166,86
